price,region,locality,type,bedrooms,bathrooms,area,form
125000,Gozo,Gozo Ghajnsielem,Flats,3,2,95,Shell form
477000,center,Birkirkara,Townhouse,3,3,241,Finished
356000,North,Mosta,Flats,3,2,155,Highly Finished
340000,North,Mosta,Flats,3,2,144,Highly Finished
340000,North,Mosta,Flats,3,2,155,Highly Finished
325000,North,Mosta,Flats,3,2,144,Highly Finished
330000,North,Mosta,Flats,3,2,155,Highly Finished
315000,North,Mosta,Flats,3,2,144,Highly Finished
360000,North,Mosta,Maisonette,3,2,165,Highly Finished
340000,North,Mosta,Maisonette,3,2,160,Highly Finished
250000,center,Attard,Flats,2,2,90,Partly furnished
340000,North,Mosta,Flats,3,2,147,Highly Finished
350000,North,Mosta,Flats,3,2,150,Highly Finished
325000,North,Mosta,Flats,3,2,147,Highly Finished
335000,North,Mosta,Flats,3,2,150,Highly Finished
315000,North,Mosta,Flats,3,2,147,Highly Finished
325000,North,Mosta,Flats,3,2,150,Highly Finished
340000,North,Mosta,Maisonette,3,2,165,Highly Finished
345000,North,Mosta,Maisonette,3,2,168,Highly Finished
519000,East,Xghajra,Flats,2,1,110,Luxuriously finished
1200000,center,Attard,Semi-Detached Villa,3,3,250,Shell form
700000,center,Attard,Terraced House,3,3,200,Shell form
148500,East,Zejtun,Flats,2,2,81,Shell form
163000,East,Zejtun,Maisonette,2,2,90,Shell form
215000,North,Qawra,Flats,2,0,96,Finished
364000,North,Gharghur,Flats,3,2,138,Fully Furnished
295000,North,Bugibba,Flats,3,2,130,Finished
1910000,East,Zabbar,Farmhouse,3,1,4947,Unconverted
375000,North,Qawra,Penthouse,3,0,192,Finished
320000,East,Xghajra,Flats,3,2,146,Furnished
340000,Gozo,Gozo Ir-Rabat,Townhouse,3,2,137,Furnished
365000,North,Bugibba,Catering Establishm,0,0,160,Finished
650000,Gozo,Gozo Mgarr,Flats,3,2,300,Finished
750000,Gozo,Gozo Mgarr,Flats,4,2,300,Finished
2400000,center,Balzan,Townhouse,3,3,1430,Luxuriously finished
1200000,East,Tarxien,House of Character,3,4,420,Luxuriously finished
585000,East,Valletta,Shop,0,0,20,Ordinary finish
350000,center,Pieta,Flats,2,1,130,Furnished
315000,East,Zabbar,Gr Floor Maisonette,3,2,166,Needs modernising
330000,North,Gharghur,House of Character,2,0,148,Unconverted
335000,North,Gharghur,Flats,2,2,115,Finished
325000,North,Gharghur,Flats,2,2,115,Finished
995000,North,Rabat,Terraced House,4,4,610,Converted
222500,center,Pieta,Flats,3,2,118,Shell form
217000,center,Pieta,Flats,3,2,118,Shell form
212000,center,Pieta,Flats,3,2,118,Shell form
164000,center,Pieta,Flats,1,1,62,Shell form
244000,South,Zebbug,Garage,0,0,142,Finished
380000,East,Kalkara,Duplex Maisonette,3,2,140,Finished
575000,North,Mtarfa,Terraced House,3,2,200,Shell form
650000,North,Mtarfa,Terraced House,3,2,210,Shell form
600000,North,Mtarfa,Terraced House,3,2,258,Shell form
600000,North,Mtarfa,Terraced House,3,2,245,Shell form
600000,North,Mtarfa,Terraced House,3,2,208,Shell form
160000,Gozo,Gozo Marsalforn,Maisonette,2,1,100,Furnished
245000,South,Siggiewi,Flats,2,2,92,Modernised
420000,East,Marsascala,Flats,2,0,99,Highly Finished
380000,East,Marsascala,Flats,2,1,99,Highly Finished
233000,North,Naxxar,Flats,3,1,100,Partly furnished
210000,Gozo,Gozo In-Nadur,Penthouse,3,2,117,Shell form
150000,Gozo,Gozo In-Nadur,Flats,3,2,107,Shell form
149000,Gozo,Gozo In-Nadur,Flats,3,3,130,Shell form
155000,Gozo,Gozo L-Gharb,Flats,3,2,100,Shell form
150000,East,Cospicua,Gr Floor Maisonette,1,1,50,Furnished
194000,Gozo,Gozo L-Gharb,Flats,2,1,100,Shell form
562000,North,Gharghur,Penthouse,3,3,211,Finished
236000,North,Naxxar,Maisonette,1,1,80,Fully Furnished
286000,East,Marsascala,Flats,3,1,120,Furnished
318000,center,St Julians,Flats,2,1,78,Fully Furnished
475000,North,Gharghur,House of Character,0,0,250,Unconverted
1800000,East,Marsascala,Farmhouse,2,1,2500,Unfurnished
730000,East,Marsascala,Terraced House,3,2,300,Unfurnished
1380000,center,Sliema,Townhouse,4,2,350,Needs modernising
285000,East,Valletta,Duplex Maisonette,1,2,72,Furnished
530000,North,Mellieha,Flats,4,2,105,Finished
610000,center,Balzan,Flats,3,2,230,Luxuriously finished
175000,center,Gzira,Flats,1,1,65,Luxuriously finished
530000,East,Marsascala,House of Character,3,1,180,Unconverted
900000,North,Naxxar,Terraced House,3,2,500,Partly furnished
450000,East,Marsascala,Penthouse,2,2,200,Furnished
300000,center,Gzira,Penthouse,1,2,106,Finished
345000,North,Qawra,Flats,3,2,120,Furnished
1850000,center,Balzan,Townhouse,3,4,510,Luxuriously finished
250000,North,Pembroke,Flats,1,2,88,Finished
177000,East,Blata il-Bajda,Flats,2,1,83,Fully Furnished
255000,East,Marsascala,Flats,3,2,153,Shell form
265000,East,Valletta,Shop,0,0,20,
455000,East,Zejtun,Duplex Penthouse,3,2,280,Shell form
195000,East,Zejtun,Flats,2,1,91,Shell form
190000,East,Zejtun,Flats,2,1,94,Shell form
190000,East,Zejtun,Flats,2,1,93,Shell form
185000,East,Zejtun,Flats,2,1,94,Shell form
185000,East,Zejtun,Flats,2,1,93,Shell form
265000,East,Zejtun,Gr Floor Maisonette,3,2,116,Shell form
595000,center,Lija,Townhouse,2,0,150,Finished
320000,North,Naxxar,House of Character,3,2,180,Habitable
435000,center,Attard,Flats,3,0,180,Highly Finished
360000,North,Swieqi,Gr Floor Maisonette,3,2,134,Finished
420000,North,Burmarrad,Penthouse,2,2,197,Finished
237500,North,Burmarrad,Flats,2,1,107,Finished
230000,North,Burmarrad,Flats,2,1,107,Finished
240000,North,Burmarrad,Gr Floor Maisonette,2,1,70,Finished
30000,East,Fgura,Garage,0,0,15,Not Applicable
360000,East,Fgura,Maisonette,3,2,250,Finished
360000,East,Fgura,Penthouse,3,2,110,Finished
360000,East,Fgura,Penthouse,3,2,113,Finished
297000,East,Fgura,Flats,3,2,170,Furnished
250000,East,Fgura,Flats,3,4,132,Finished
245000,East,Fgura,Flats,3,2,134,Finished
240000,East,Fgura,Flats,3,4,132,Finished
230000,East,Fgura,Flats,3,2,134,Finished
235000,East,Fgura,Flats,3,4,132,Finished
240000,East,Zabbar,Flats,3,2,114,Partly furnished
69000,North,Swieqi,Garage,0,0,45,
230000,East,Fgura,Flats,3,1,134,Finished
260000,center,San Gwann,Penthouse,1,1,85,Finished
250000,center,San Gwann,Flats,2,2,83,Finished
245000,East,Zabbar,Flats,3,2,105,Finished
285000,East,Marsascala,Gr Floor Maisonette,2,2,130,Highly Finished
825000,North,Naxxar,Semi-Detached Villa,3,2,300,Shell form
350000,center,Ta'L-ibrag,Flats,3,2,124,Finished
295000,center,Ta'L-ibrag,Flats,2,2,93,Finished
295000,center,Ta'L-ibrag,Flats,2,2,103,Finished
235000,Gozo,Gozo Xaghra,Penthouse,3,2,150,Shell form
800000,center,St Julians,Flats,2,2,130,Fully Furnished
910000,center,Sliema,Flats,2,2,117,Fully Furnished
318000,South,Qormi,Gr Floor Maisonette,3,2,280,Finished
398000,South,Hamrun,Solitary Maisonette,4,3,215,Furnished
235000,center,San Gwann,Flats,2,2,111,Finished
262000,Gozo,Gozo Iz-Zebbug,Terraced House,3,4,83,Shell form
293000,South,Qormi,Flats,3,0,135,Furnished
775000,Gozo,Gozo L-Gharb,Farmhouse,5,4,317,Shell form
220000,center,San Gwann,Flats,2,2,108,Finished
215000,North,Qawra,Flats,2,2,100,Furnished
775000,Gozo,Gozo L-Gharb,Farmhouse,5,6,323,Shell form
750000,Gozo,Gozo L-Gharb,Farmhouse,4,4,360,Shell form
179000,East,Cospicua,Townhouse,2,1,50,Fully Furnished
950000,East,Paola,Site,0,0,594,Not Applicable
249000,North,Qawra,Flats,2,2,115,Furnished
585000,South,Siggiewi,House of Character,2,3,193,Luxuriously finished
265000,South,Zurrieq,Gr Floor Maisonette,2,1,137,Highly Finished
280000,center,Msida,Flats,3,2,125,Partly furnished
345000,North,Naxxar,Flats,3,2,128,Finished
190000,center,Santa Venera,Flats,3,2,150,Needs modernising
345000,North,Naxxar,Flats,3,2,136,Finished
345000,North,Naxxar,Flats,3,2,137,Finished
740000,center,Sliema,Flats,2,2,133,Luxuriously finished
420000,South,Zurrieq,Solitary Maisonette,3,2,140,Luxuriously finished
550000,center,Attard,Terraced House,4,2,130,Finished
535000,Gozo,Gozo Ix-Xewkija,Farmhouse,4,4,550,Unconverted
250000,center,Sliema,Gr Floor Maisonette,2,2,111,Luxuriously finished
503000,center,St Julians,Flats,1,1,77,Fully Furnished
266000,North,St Paul's Bay,Penthouse,1,1,75,Finished
318000,North,Mosta,Penthouse,1,0,56,Finished
1800000,center,Sliema,Flats,3,0,325,Luxuriously finished
365000,North,Mosta,Flats,3,0,90,Finished
307000,North,Mosta,Flats,2,0,73,Finished
265000,center,Gwardamangia,Flats,3,2,130,Fully Furnished
360000,North,Mosta,Flats,3,0,90,Finished
302000,North,Mosta,Flats,2,0,73,Finished
355000,North,Mosta,Flats,3,0,90,Finished
297000,North,Mosta,Flats,2,0,73,Finished
286000,North,Mosta,Maisonette,2,0,77,Finished
302000,North,Mosta,Maisonette,2,0,74,Finished
320000,East,Zabbar,Penthouse,2,0,130,Finished
230000,North,Dingli,Penthouse,1,0,54,Finished
80000,Gozo,Gozo Xaghra,Penthouse,2,1,90,Shell form
1900000,North,Mellieha,Detached Bungalow,7,0,1207,Finished
150000,Gozo,Gozo Xaghra,Flats,4,2,110,Furnished
315000,North,Mellieha,Flats,2,2,150,Finished
315000,North,Mellieha,Flats,2,2,150,Finished
295000,North,Mellieha,Flats,3,2,159,Finished
295000,North,Mellieha,Flats,3,2,159,Finished
285000,North,Mellieha,Flats,3,2,159,Finished
285000,North,Mellieha,Flats,3,2,159,Finished
275000,North,Mellieha,Flats,3,2,154,Finished
275000,North,Mellieha,Flats,3,2,154,Finished
265000,North,Mellieha,Flats,3,2,153,Finished
265000,North,Mellieha,Flats,3,2,153,Finished
255000,North,Mellieha,Flats,3,2,153,Finished
255000,North,Mellieha,Flats,3,2,153,Finished
285000,North,Mellieha,Gr Floor Maisonette,3,2,164,Finished
285000,North,Mellieha,Gr Floor Maisonette,3,2,164,Finished
315000,North,Mellieha,Flats,2,2,150,Finished
315000,North,Mellieha,Flats,2,2,150,Finished
295000,North,Mellieha,Flats,3,2,159,Finished
